ILO_CODE21,ILO_NAME21,IAR_CODE21,IAR_NAME21,IRE_CODE21,IRE_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area,WKT
30700104,Port Kennedy (Thursday Island),307001,Kaiwalagal - Inner Islands,307,Torres Strait,3,Queensland,AUS,Australia,1.8269,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700104,0.075364765837,0.00015092506068,"POLYGON ((142.209178 -10.585931, 142.233423 -10.574575, 142.209178 -10.585931, 142.209178 -10.585931))"
30700105,TRAWQ (Thursday Island),307001,Kaiwalagal - Inner Islands,307,Torres Strait,3,Queensland,AUS,Australia,1.8915,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700105,0.0862022042068,0.000156250732303,"POLYGON ((142.233423 -10.574575, 142.220835 -10.569056, 142.209178 -10.585931, 142.233423 -10.574575))"
30700201,Boigu Island,307002,Kalakawal - Top Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,71.4085,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700201,0.400637106178,0.00587593826549,"POLYGON ((142.133429 -9.269183, 142.272269 -9.289771, 142.294929 -9.262721, 142.242559 -9.258902, 142.221932 -9.229273, 142.133429 -9.269183))"
30700202,Dauan Island,307002,Kalakawal - Top Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,32.2882,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700202,0.652052673456,0.00265792051971,"MULTIPOLYGON (((142.155099 -9.247343, 142.155669 -9.247003, 142.155099 -9.246323, 142.154759 -9.247123, 142.155099 -9.247343)), ((142.155289 -9.236263, 142.160169 -9.230823, 142.158339 -9.227553, 142.153589 -9.237283, 142.155289 -9.236263)), ((142.153869 -9.235253, 142.157099 -9.232523, 142.157319 -9.228793, 142.155389 -9.230493, 142.153869 -9.235253)), ((142.150838 -9.231983, 142.151069 -9.231413, 142.150378 -9.231303, 142.150378 -9.231983, 142.150838 -9.231983)), ((142.146569 -9.231493, 142.150143 -9.229394, 142.151559 -9.226163, 142.144679 -9.226574, 142.146569 -9.231493)), ((142.147628 -9.225774, 142.152978 -9.223614, 142.152288 -9.222254, 142.145798 -9.223184, 142.147628 -9.225774)), ((142.155159 -9.228913, 142.156578 -9.228173, 142.157759 -9.225963, 142.154799 -9.226093, 142.155159 -9.228913)), ((142.152199 -9.231413, 142.153559 -9.228923, 142.152649 -9.227793, 142.151858 -9.230623, 142.152199 -9.231413)), ((142.156549 -9.237163, 142.158299 -9.236103, 142.158359 -9.235233, 142.156319 -9.236603, 142.156549 -9.237163)), ((142.160389 -9.229123, 142.160868 -9.226663, 142.159018 -9.225963, 142.158678 -9.226533, 142.160389 -9.229123)), ((142.234698 -9.225413, 142.242419 -9.234712, 142.251569 -9.232982, 142.243798 -9.222722, 142.234698 -9.225413)), ((142.157839 -9.243723, 142.180799 -9.239233, 142.188168 -9.231623, 142.164358 -9.223913, 142.157839 -9.243723)), ((142.669708 -9.373168, 142.698858 -9.377328, 142.725487 -9.368268, 142.688938 -9.358238, 142.669708 -9.373168)), ((142.663778 -9.364697, 142.666628 -9.366508, 142.669808 -9.362657, 142.664008 -9.361527, 142.663778 -9.364697)), ((142.318511 -9.563949, 142.279261 -9.549179, 142.25832 -9.5539, 142.306701 -9.574279, 142.318511 -9.563949)), ((142.527621 -9.421847, 142.532411 -9.436317, 142.551992 -9.420827, 142.529441 -9.410428, 142.527621 -9.421847)))"
30700203,Saibai Island,307002,Kalakawal - Top Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,104.1132,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700203,0.483649980756,0.00857021958297,"POLYGON ((142.689534 -9.376489, 142.644649 -9.365158, 142.60049 -9.385757, 142.59776 -9.407577, 142.651579 -9.427947, 142.707258 -9.428307, 142.800865 -9.381988, 142.757196 -9.366878, 142.689534 -9.376489))"
30700301,Badu Island,307003,Kalalagal - Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,102.5447,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700301,0.446668007349,0.00845889734869,"POLYGON ((142.119384 -10.149327, 142.134325 -10.178786, 142.163722 -10.181476, 142.18723 -10.151655, 142.181934 -10.059327, 142.113623 -10.068948, 142.085135 -10.113378, 142.093204 -10.137537, 142.119384 -10.149327))"
30700302,Kubin (Moa Island),307003,Kalalagal - Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,169.6921,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700302,1.4426925413,0.0140009001447,"MULTIPOLYGON (((142.049947 -10.366836, 142.060547 -10.362856, 142.062347 -10.354926, 142.050477 -10.355756, 142.049947 -10.366836)), ((142.100242 -10.295275, 142.105932 -10.290405, 142.102952 -10.286565, 142.098972 -10.292005, 142.100242 -10.295275)), ((142.092227 -10.317665, 142.093027 -10.316985, 142.092907 -10.315405, 142.091307 -10.316875, 142.092227 -10.317665)), ((142.125609 -10.362885, 142.126369 -10.384814, 142.135629 -10.388624, 142.138048 -10.362494, 142.125609 -10.362885)), ((142.109745 -10.347626, 142.111345 -10.347166, 142.110535 -10.343086, 142.109615 -10.343546, 142.109745 -10.347626)), ((142.101796 -10.277456, 142.104546 -10.282426, 142.107856 -10.281626, 142.099266 -10.272606, 142.101796 -10.277456)), ((142.083327 -10.245086, 142.086297 -10.246106, 142.087197 -10.241236, 142.083997 -10.240796, 142.083327 -10.245086)), ((142.155036 -10.227325, 142.153876 -10.219755, 142.148955 -10.218635, 142.151266 -10.224625, 142.155036 -10.227325)), ((142.075171 -10.231354, 142.072651 -10.229544, 142.079081 -10.241284, 142.081351 -10.237544, 142.075171 -10.231354)), ((142.076783 -10.259974, 142.068913 -10.262374, 142.069033 -10.265314, 142.078863 -10.266414, 142.076783 -10.259974)), ((142.067365 -10.223896, 142.067465 -10.221416, 142.066555 -10.220846, 142.065985 -10.222436, 142.067365 -10.223896)), ((142.053645 -10.219186, 142.054215 -10.218736, 142.053985 -10.216246, 142.052955 -10.217836, 142.053645 -10.219186)), ((142.074764 -10.117478, 142.074074 -10.116238, 142.073734 -10.116348, 142.074314 -10.118718, 142.074764 -10.117478)), ((142.089053 -10.091878, 142.090993 -10.090848, 142.090993 -10.090058, 142.089053 -10.090068, 142.089053 -10.091878)), ((142.080754 -10.100038, 142.081443 -10.099818, 142.081213 -10.099028, 142.080643 -10.099368, 142.080754 -10.100038)), ((141.419174 -9.825435, 141.430464 -9.823265, 141.426474 -9.821575, 141.419634 -9.823625, 141.419174 -9.825435)), ((141.574641 -9.515377, 141.573041 -9.512887, 141.568281 -9.523406, 141.573621 -9.519446, 141.574641 -9.515377)), ((141.568542 -9.611036, 141.569112 -9.610926, 141.570472 -9.608546, 141.568882 -9.609286, 141.568542 -9.611036)), ((142.129003 -10.029668, 142.129913 -10.027518, 142.128423 -10.025938, 142.127863 -10.027978, 142.129003 -10.029668)), ((142.159202 -9.946318, 142.161662 -9.947608, 142.165362 -9.947318, 142.156282 -9.941408, 142.159202 -9.946318)), ((142.152642 -9.960928, 142.151952 -9.961158, 142.152982 -9.961718, 142.153212 -9.961378, 142.152642 -9.960928)), ((142.094943 -10.077158, 142.095853 -10.076928, 142.095393 -10.075348, 142.094593 -10.075688, 142.094943 -10.077158)), ((142.117172 -10.189069, 142.116906 -10.192278, 142.118613 -10.193785, 142.117306 -10.187489, 142.117172 -10.189069)), ((142.149476 -10.204166, 142.146385 -10.200446, 142.142195 -10.209966, 142.148015 -10.211306, 142.149476 -10.204166)), ((142.210025 -9.963025, 142.210145 -9.961775, 142.20937 -9.961625, 142.209225 -9.963025, 142.210025 -9.963025)), ((142.174712 -9.945918, 142.175392 -9.944678, 142.173682 -9.943548, 142.172882 -9.944908, 142.174712 -9.945918)), ((142.160152 -9.955808, 142.162552 -9.958628, 142.164952 -9.958398, 142.162542 -9.954558, 142.160152 -9.955808)), ((142.162773 -9.93387, 142.163661 -9.935371, 142.164268 -9.935304, 142.164361 -9.933829, 142.162773 -9.93387)), ((142.176849 -9.936538, 142.178718 -9.937153, 142.179294 -9.936993, 142.17871 -9.936032, 142.176849 -9.936538)), ((142.170023 -9.941418, 142.172762 -9.942428, 142.174012 -9.939708, 142.170352 -9.939158, 142.170023 -9.941418)), ((142.210288 -9.957564, 142.211938 -9.957394, 142.208558 -9.952265, 142.208568 -9.955194, 142.210288 -9.957564)), ((142.211236 -9.951509, 142.212606 -9.950939, 142.211786 -9.94654, 142.208726 -9.95084, 142.211236 -9.951509)), ((142.210311 -9.961646, 142.211575 -9.960269, 142.21108 -9.959594, 142.20961 -9.960844, 142.210311 -9.961646)), ((142.215613 -9.968457, 142.216063 -9.967777, 142.215263 -9.967327, 142.214923 -9.967897, 142.215613 -9.968457)), ((142.216555 -9.972903, 142.217115 -9.971993, 142.215456 -9.971978, 142.215404 -9.972138, 142.216555 -9.972903)), ((142.237492 -9.977288, 142.239347 -9.978454, 142.240262 -9.977927, 142.238771 -9.975784, 142.237492 -9.977288)), ((142.50576 -10.159182, 142.50826 -10.163262, 142.514771 -10.160902, 142.51296 -10.155352, 142.50576 -10.159182)), ((142.357315 -10.116094, 142.359566 -10.118472, 142.360474 -10.118282, 142.359708 -10.115099, 142.357315 -10.116094)), ((142.34417 -10.105532, 142.345 -10.106027, 142.345929 -10.105306, 142.344606 -10.10441, 142.34417 -10.105532)), ((142.264934 -10.075305, 142.265724 -10.073945, 142.264235 -10.071015, 142.263674 -10.074965, 142.264934 -10.075305)), ((142.314883 -10.217061, 142.291387 -10.180179, 142.330892 -10.151013, 142.300155 -10.124004, 142.228605 -10.123045, 142.211665 -10.139276, 142.210755 -10.170815, 142.185955 -10.190356, 142.215996 -10.237919, 142.241136 -10.234244, 142.276847 -10.259653, 142.314883 -10.217061)), ((142.326294 -10.079915, 142.324814 -10.080945, 142.330074 -10.084535, 142.330184 -10.083525, 142.326294 -10.079915)), ((142.167037 -10.200084, 142.169369 -10.202064, 142.170849 -10.200223, 142.167444 -10.198188, 142.167037 -10.200084)), ((142.164966 -10.225936, 142.172726 -10.225685, 142.172655 -10.207255, 142.164015 -10.214405, 142.164966 -10.225936)), ((142.229148 -10.352442, 142.229378 -10.351542, 142.226288 -10.350982, 142.226638 -10.351552, 142.229148 -10.352442)), ((142.362519 -10.368184, 142.364689 -10.367614, 142.362159 -10.365364, 142.361479 -10.366504, 142.362519 -10.368184)), ((142.487521 -10.249382, 142.489191 -10.242372, 142.474061 -10.251372, 142.482891 -10.260942, 142.487521 -10.249382)), ((142.51312 -10.195262, 142.51575 -10.187242, 142.50412 -10.183833, 142.51187 -10.188372, 142.51312 -10.195262)), ((142.487916 -10.235472, 142.488366 -10.234452, 142.487106 -10.234462, 142.486766 -10.234912, 142.487916 -10.235472)))"
30700303,Mabuiag Island,307003,Kalalagal - Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,6.2719,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700303,0.12378163758,0.000517119623847,"POLYGON ((142.175167 -9.969304, 142.183744 -9.971022, 142.199812 -9.946413, 142.165459 -9.950008, 142.175167 -9.969304))"
30700304,St Pauls (Moa Island),307003,Kalalagal - Western Islands,307,Torres Strait,3,Queensland,AUS,Australia,17.9532,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700304,0.193401363576,0.00148127333354,"POLYGON ((142.314883 -10.217061, 142.344902 -10.173376, 142.330892 -10.151013, 142.291387 -10.180179, 142.314883 -10.217061))"
30700401,Iama (Yam) Island,307004,Kulkalgal - Central Islands,307,Torres Strait,3,Queensland,AUS,Australia,1.8608,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700401,0.0701829446755,0.000153394112073,"POLYGON ((142.781976 -9.901528, 142.780955 -9.895681, 142.76512 -9.894698, 142.768567 -9.905055, 142.781976 -9.901528))"
30700402,Poruma (Coconut) Island,307004,Kulkalgal - Central Islands,307,Torres Strait,3,Queensland,AUS,Australia,28.2422,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700402,0.785928560828,0.00232822439752,"MULTIPOLYGON (((142.674742 -10.168363, 142.679532 -10.172433, 142.680562 -10.171763, 142.673382 -10.166432, 142.674742 -10.168363)), ((143.099792 -10.518745, 143.098312 -10.518745, 143.097962 -10.519764, 143.099912 -10.520214, 143.099792 -10.518745)), ((142.905764 -10.154207, 142.906364 -10.154418, 142.907284 -10.153517, 142.906464 -10.153647, 142.905764 -10.154207)), ((142.916483 -10.150965, 142.917063 -10.150346, 142.917003 -10.149846, 142.916233 -10.150765, 142.916483 -10.150965)), ((142.923901 -10.149759, 142.924531 -10.149819, 142.923761 -10.148749, 142.923451 -10.149139, 142.923901 -10.149759)), ((142.910455 -10.151915, 142.911025 -10.151295, 142.910855 -10.151015, 142.910245 -10.151616, 142.910455 -10.151915)), ((142.816808 -10.101385, 142.817208 -10.101215, 142.817098 -10.100254, 142.816528 -10.100814, 142.816808 -10.101385)), ((142.835268 -10.035924, 142.857607 -10.053134, 142.867767 -10.040815, 142.848177 -10.017404, 142.826618 -10.023715, 142.835268 -10.035924)), ((142.649012 -9.764814, 142.628373 -9.757765, 142.622003 -9.772574, 142.646222 -9.773065, 142.649012 -9.764814)), ((142.709261 -9.834554, 142.714161 -9.837714, 142.717241 -9.836474, 142.708001 -9.832184, 142.709261 -9.834554)), ((142.899446 -9.858216, 142.912566 -9.866836, 142.948575 -9.855587, 142.917265 -9.842986, 142.899446 -9.858216)), ((142.975264 -9.797336, 142.971684 -9.803276, 142.974254 -9.807846, 142.977404 -9.804966, 142.975264 -9.797336)), ((143.027512 -9.997057, 143.030592 -9.998407, 143.032072 -9.997267, 143.026252 -9.995476, 143.027512 -9.997057)), ((143.06102 -10.050359, 143.066689 -10.05163, 143.078152 -10.050623, 143.071563 -10.048811, 143.06102 -10.050359)), ((143.256516 -9.768169, 143.262924 -9.7673, 143.26783 -9.76314, 143.257614 -9.76503, 143.256516 -9.768169)), ((143.298967 -9.616762, 143.304484 -9.615575, 143.311351 -9.608524, 143.29977 -9.612319, 143.298967 -9.616762)), ((143.319589 -9.764035, 143.321492 -9.763353, 143.321688 -9.762255, 143.319866 -9.761915, 143.319589 -9.764035)), ((143.358547 -9.715617, 143.362171 -9.715557, 143.366482 -9.712634, 143.362243 -9.711964, 143.358547 -9.715617)), ((143.428641 -9.688245, 143.42782 -9.689301, 143.432471 -9.686216, 143.429987 -9.686958, 143.428641 -9.688245)), ((143.440413 -9.74781, 143.444472 -9.744704, 143.452708 -9.73332, 143.448147 -9.736886, 143.440413 -9.74781)), ((143.406387 -9.824097, 143.40876 -9.822349, 143.408739 -9.81903, 143.406526 -9.821007, 143.406387 -9.824097)), ((143.483558 -9.886124, 143.487308 -9.883294, 143.485368 -9.881034, 143.483438 -9.883304, 143.483558 -9.886124)), ((143.391111 -9.871737, 143.396014 -9.870664, 143.397818 -9.868734, 143.393987 -9.867835, 143.391111 -9.871737)), ((143.30557 -9.865393, 143.308696 -9.864054, 143.309611 -9.86135, 143.306919 -9.862596, 143.30557 -9.865393)), ((143.169288 -9.869828, 143.172938 -9.869478, 143.173778 -9.868758, 143.170768 -9.867559, 143.169288 -9.869828)), ((143.285955 -9.954209, 143.284995 -9.957999, 143.294085 -9.947019, 143.293295 -9.947129, 143.285955 -9.954209)), ((143.11354 -9.988998, 143.11793 -9.988837, 143.12682 -9.984507, 143.11816 -9.985578, 143.11354 -9.988998)), ((143.319065 -10.107698, 143.321515 -10.106007, 143.321635 -10.105107, 143.318615 -10.105768, 143.319065 -10.107698)), ((143.394844 -9.956319, 143.398534 -9.954389, 143.398764 -9.952349, 143.396714 -9.953149, 143.394844 -9.956319)))"
30700403,Warraber Island,307004,Kulkalgal - Central Islands,307,Torres Strait,3,Queensland,AUS,Australia,1.0079,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700403,0.0608070191309,8.31690587004e-05,"MULTIPOLYGON (((142.822408 -10.145334, 142.819668 -10.145004, 142.815678 -10.146464, 142.820128 -10.146925, 142.822408 -10.145334)), ((142.817866 -10.208943, 142.824951 -10.210715, 142.830251 -10.205851, 142.82195 -10.204499, 142.817866 -10.208943)), ((142.828028 -10.255215, 142.831568 -10.254534, 142.832248 -10.253864, 142.826658 -10.254315, 142.828028 -10.255215)))"
30700404,Masig (Yorke Island),307004,Kulkalgal - Central Islands,307,Torres Strait,3,Queensland,AUS,Australia,1.5737,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700404,0.0584328396462,0.000129672347092,"POLYGON ((143.401935 -9.749416, 143.423704 -9.750237, 143.42301 -9.749818, 143.414112 -9.748684, 143.406067 -9.748199, 143.401935 -9.749416))"
30700501,Erub (Darnley) Island,307005,Meriam - Eastern Islands,307,Torres Strait,3,Queensland,AUS,Australia,5.6417,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700501,0.113125720531,0.000464656795654,"POLYGON ((143.775686 -9.575552, 143.757362 -9.58233, 143.761237 -9.599103, 143.783143 -9.587194, 143.784305 -9.577012, 143.775686 -9.575552))"
30700502,Mer (Murray) Island,307005,Meriam - Eastern Islands,307,Torres Strait,3,Queensland,AUS,Australia,4.8647,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700502,0.125664894412,0.000401048239705,"MULTIPOLYGON (((144.021957 -9.942567, 144.024137 -9.947307, 144.031717 -9.947867, 144.028117 -9.942667, 144.021957 -9.942567)), ((144.063769 -9.911814, 144.041435 -9.913235, 144.041688 -9.925275, 144.059314 -9.921562, 144.063769 -9.911814)), ((144.035777 -9.951587, 144.038687 -9.952827, 144.041477 -9.947507, 144.036847 -9.946437, 144.035777 -9.951587)))"
30700503,Ugar (Stephens) Island,307005,Meriam - Eastern Islands,307,Torres Strait,3,Queensland,AUS,Australia,0.7553,http://linked.data.gov.au/dataset/asgsed3/ILOC/30700503,0.0860651643878,6.21961533624e-05,"MULTIPOLYGON (((143.653206 -9.569219, 143.654586 -9.568169, 143.655356 -9.566199, 143.651116 -9.568289, 143.653206 -9.569219)), ((143.487042 -9.571371, 143.494802 -9.565211, 143.498392 -9.56086, 143.496172 -9.561111, 143.487042 -9.571371)), ((143.542597 -9.509193, 143.544667 -9.510479, 143.549044 -9.506747, 143.544238 -9.504549, 143.542597 -9.509193)), ((143.875936 -9.143683, 143.877476 -9.142913, 143.874186 -9.142483, 143.874526 -9.143163, 143.875936 -9.143683)), ((143.860072 -9.477827, 143.860592 -9.477047, 143.860372 -9.476537, 143.859512 -9.477487, 143.860072 -9.477827)), ((143.662155 -9.612914, 143.663305 -9.612364, 143.661205 -9.611824, 143.660965 -9.612784, 143.662155 -9.612914)))"
30900101,Atherton,309001,Atherton,309,Cairns - Atherton,3,Queensland,AUS,Australia,622.4878,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900101,1.764898224,0.0528875260391,"POLYGON ((145.62237 -17.089617, 145.579819 -17.093415, 145.574244 -17.132044, 145.530241 -17.143799, 145.513201 -17.169796, 145.480995 -17.138543, 145.443041 -17.149564, 145.426956 -17.12119, 145.435459 -17.103778, 145.395314 -17.089305, 145.380952 -17.134154, 145.413756 -17.153619, 145.407557 -17.212203, 145.437161 -17.301807, 145.421065 -17.309215, 145.4181 -17.334414, 145.456498 -17.361918, 145.469532 -17.439056, 145.492033 -17.464484, 145.52248 -17.441832, 145.507123 -17.435894, 145.535489 -17.396933, 145.535333 -17.323538, 145.551736 -17.307556, 145.565927 -17.314215, 145.574328 -17.253503, 145.581348 -17.245403, 145.590694 -17.262027, 145.599273 -17.26457, 145.598312 -17.253674, 145.647067 -17.241759, 145.652582 -17.215304, 145.689625 -17.213798, 145.670314 -17.171393, 145.62237 -17.089617))"
30900201,Barron,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,83.8112,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900201,0.766458422073,0.00710736915789,"POLYGON ((145.715752 -16.910944, 145.728287 -16.887559, 145.698312 -16.886505, 145.690453 -16.871981, 145.715105 -16.854936, 145.726738 -16.874923, 145.764752 -16.863733, 145.714824 -16.801113, 145.715782 -16.81768, 145.692987 -16.811288, 145.687796 -16.853053, 145.6694 -16.845333, 145.643932 -16.853019, 145.666166 -16.866557, 145.651111 -16.880544, 145.673297 -16.891976, 145.661239 -16.916371, 145.682644 -16.918529, 145.680655 -16.965593, 145.705234 -16.964875, 145.713133 -16.928738, 145.715752 -16.910944))"
30900202,Cairns - City,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,6.2093,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900202,0.138711781467,0.000526667845997,"POLYGON ((145.779467 -16.930728, 145.764062 -16.891808, 145.753853 -16.904106, 145.763865 -16.931034, 145.779467 -16.930728))"
30900203,Cairns - North,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,53.5246,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900203,0.520987145553,0.0045368372699,"MULTIPOLYGON (((145.6694 -16.845333, 145.687796 -16.853053, 145.692987 -16.811288, 145.715782 -16.81768, 145.714824 -16.801113, 145.629128 -16.705328, 145.617081 -16.715861, 145.647633 -16.742292, 145.6694 -16.845333)), ((145.679491 -16.728457, 145.682605 -16.726262, 145.6884 -16.725504, 145.685987 -16.722387, 145.679491 -16.728457)), ((145.694508 -16.731489, 145.695167 -16.731687, 145.695547 -16.731425, 145.694889 -16.731032, 145.694508 -16.731489)))"
30900204,Cairns - West,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,14.3667,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900204,0.230823691293,0.00121872872805,"POLYGON ((145.74976 -16.945045, 145.728981 -16.937298, 145.72782 -16.91451, 145.715752 -16.910944, 145.713133 -16.928738, 145.713961 -16.964697, 145.728294 -16.973791, 145.747134 -16.967982, 145.734589 -16.959721, 145.74976 -16.945045))"
30900205,Cairns - White Rock - Mt Sheridan,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,11.0107,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900205,0.174440960214,0.000934297716602,"POLYGON ((145.744314 -17.004632, 145.757719 -16.989288, 145.747134 -16.967982, 145.728294 -16.973791, 145.715726 -16.999179, 145.744314 -17.004632))"
30900206,Edmonton,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,17.0289,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900206,0.168202133976,0.00144511609824,"POLYGON ((145.72902 -17.035965, 145.750481 -17.031945, 145.744314 -17.004632, 145.715726 -16.999179, 145.700866 -17.032976, 145.72902 -17.035965))"
30900207,Gordonvale,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,14.4744,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900207,0.187504026293,0.00122895031396,"POLYGON ((145.799751 -17.08113, 145.760356 -17.090337, 145.755882 -17.125347, 145.774291 -17.13303, 145.799751 -17.08113))"
30900208,Manunda - Portsmith,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,18.6067,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900208,0.235606089654,0.00157831922871,"POLYGON ((145.753853 -16.904106, 145.72782 -16.91451, 145.728981 -16.937298, 145.74976 -16.945045, 145.768553 -16.961915, 145.781875 -16.941025, 145.779467 -16.930728, 145.763865 -16.931034, 145.753853 -16.904106))"
30900209,Mount Whitfield,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,29.6362,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900209,0.36091660717,0.00251327968601,"POLYGON ((145.764752 -16.863733, 145.726738 -16.874923, 145.715105 -16.854936, 145.690453 -16.871981, 145.698312 -16.886505, 145.728287 -16.887559, 145.715752 -16.910944, 145.72782 -16.91451, 145.753853 -16.904106, 145.764062 -16.891808, 145.777037 -16.880356, 145.764752 -16.863733))"
30900210,Trinity,309002,Cairns,309,Cairns - Atherton,3,Queensland,AUS,Australia,79.3213,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900210,0.632124302273,0.00673204454575,"POLYGON ((145.74976 -16.945045, 145.734589 -16.959721, 145.747134 -16.967982, 145.757719 -16.989288, 145.744314 -17.004632, 145.750481 -17.031945, 145.72902 -17.035965, 145.712163 -17.086059, 145.760356 -17.090337, 145.799751 -17.08113, 145.784258 -17.035462, 145.798272 -16.997364, 145.78449 -16.980438, 145.775368 -16.99284, 145.768553 -16.961915, 145.74976 -16.945045))"
30900301,Mossman,309003,Cairns - Far North Coast,309,Cairns - Atherton,3,Queensland,AUS,Australia,2.5783,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900301,0.105045833913,0.000218172736968,"POLYGON ((145.378241 -16.484284, 145.37663 -16.458926, 145.368205 -16.459658, 145.365144 -16.481609, 145.378241 -16.484284))"
30900302,Mossman - Surrounds,309003,Cairns - Far North Coast,309,Cairns - Atherton,3,Queensland,AUS,Australia,616.2729,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900302,2.22675014625,0.0521503088702,"MULTIPOLYGON (((145.629128 -16.705328, 145.581285 -16.686284, 145.470051 -16.514366, 145.468591 -16.479886, 145.411176 -16.462217, 145.416196 -16.345297, 145.453118 -16.289316, 145.447192 -16.277353, 145.407948 -16.278743, 145.398996 -16.259711, 145.368523 -16.260268, 145.356144 -16.242223, 145.344106 -16.257671, 145.315812 -16.241188, 145.338117 -16.290544, 145.322101 -16.373816, 145.251093 -16.373471, 145.243574 -16.415386, 145.215596 -16.410425, 145.208797 -16.419976, 145.242945 -16.464318, 145.269749 -16.466534, 145.258451 -16.484566, 145.295729 -16.536755, 145.354653 -16.556398, 145.373562 -16.519092, 145.404147 -16.512254, 145.445595 -16.575342, 145.448559 -16.60446, 145.43586 -16.603558, 145.449245 -16.610698, 145.447169 -16.643529, 145.490717 -16.645022, 145.529859 -16.623409, 145.517934 -16.674989, 145.617081 -16.715861, 145.629128 -16.705328), (145.378241 -16.484284, 145.365144 -16.481609, 145.368205 -16.459658, 145.37663 -16.458926, 145.378241 -16.484284), (145.335907 -16.475041, 145.338844 -16.47299, 145.344629 -16.475931, 145.335573 -16.478177, 145.335907 -16.475041)), ((145.55838 -16.383526, 145.562114 -16.384117, 145.562824 -16.381737, 145.560124 -16.382077, 145.55838 -16.383526)), ((145.56763 -16.383316, 145.56786 -16.382756, 145.56657 -16.381966, 145.56622 -16.382416, 145.56763 -16.383316)), ((145.570064 -16.389997, 145.571714 -16.387177, 145.568674 -16.384347, 145.567614 -16.387057, 145.570064 -16.389997)))"
30900303,Mossman Gorge,309003,Cairns - Far North Coast,309,Cairns - Atherton,3,Queensland,AUS,Australia,0.3742,http://linked.data.gov.au/dataset/asgsed3/ILOC/30900303,0.025599215999,3.1668980532e-05,"POLYGON ((145.335907 -16.475041, 145.335573 -16.478177, 145.344629 -16.475931, 145.338844 -16.47299, 145.335907 -16.475041))"
