ILO_CODE21,ILO_NAME21,IAR_CODE21,IAR_NAME21,IRE_CODE21,IRE_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area,WKT
10401502,Port Macquarie,104015,Port Macquarie - Hastings,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,54.4223,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401502,0.540938620727,0.00516339895605,"MULTIPOLYGON (((152.915202 -31.492801, 152.938455 -31.472915, 152.914753 -31.423717, 152.919339 -31.395184, 152.857201 -31.395458, 152.867476 -31.419894, 152.851097 -31.443727, 152.875169 -31.452711, 152.867367 -31.480475, 152.901175 -31.447022, 152.885451 -31.463747, 152.915202 -31.492801)), ((152.921173 -31.429028, 152.921261 -31.429013, 152.921279 -31.428833, 152.921139 -31.428848, 152.921173 -31.429028)), ((152.921383 -31.429283, 152.921331 -31.429088, 152.921173 -31.429103, 152.921173 -31.429193, 152.921383 -31.429283)), ((152.923169 -31.429569, 152.923431 -31.429404, 152.923414 -31.429104, 152.923221 -31.429254, 152.923169 -31.429569)), ((152.931674 -31.432967, 152.931535 -31.43273, 152.931357 -31.432797, 152.931476 -31.432967, 152.931674 -31.432967)), ((152.927385 -31.443392, 152.92759 -31.443185, 152.927106 -31.443264, 152.927181 -31.443376, 152.927385 -31.443392)), ((152.934903 -31.446446, 152.935126 -31.446542, 152.935183 -31.446431, 152.935015 -31.446335, 152.934903 -31.446446)))"
10401503,Wauchope,104015,Port Macquarie - Hastings,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,12.2732,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401503,0.220801054929,0.00116464929524,"POLYGON ((152.736246 -31.478012, 152.744283 -31.452623, 152.708999 -31.427738, 152.703493 -31.44065, 152.722417 -31.454349, 152.699073 -31.475132, 152.736246 -31.478012))"
10401601,Karuah,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3.0402,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401601,0.101948789235,0.000292221306968,"POLYGON ((151.969142 -32.654076, 151.962986 -32.640171, 151.952637 -32.63933, 151.967216 -32.66656, 151.969142 -32.654076))"
10401602,Medowie,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,21.1045,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401602,0.260077387476,0.00203057213268,"POLYGON ((151.885992 -32.735688, 151.85069 -32.719817, 151.844663 -32.745156, 151.816384 -32.763468, 151.879169 -32.769419, 151.893333 -32.760337, 151.885992 -32.735688))"
10401603,Nelson Bay,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,19.0109,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401603,0.42821739501,0.00182867172591,"MULTIPOLYGON (((152.071661 -32.733237, 152.090355 -32.743573, 152.155686 -32.732443, 152.159715 -32.717724, 152.174592 -32.732228, 152.178982 -32.719489, 152.160781 -32.709633, 152.091078 -32.728163, 152.06348 -32.698489, 152.071661 -32.733237)), ((152.055213 -32.70285, 152.056203 -32.703694, 152.059408 -32.701834, 152.057083 -32.699843, 152.055213 -32.70285)), ((152.057303 -32.698222, 152.057425 -32.698446, 152.057755 -32.698419, 152.057634 -32.69791, 152.057303 -32.698222)), ((152.051436 -32.69102, 152.051868 -32.691127, 152.051053 -32.690709, 152.051232 -32.690946, 152.051436 -32.69102)), ((152.053688 -32.694669, 152.054447 -32.695038, 152.055299 -32.694591, 152.054135 -32.694091, 152.053688 -32.694669)), ((152.065535 -32.69482, 152.068389 -32.694594, 152.068799 -32.693592, 152.066468 -32.69319, 152.065535 -32.69482)))"
10401604,Port Stephens - Surrounds,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,820.5175,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401604,3.67223469238,0.0789181096556,"MULTIPOLYGON (((152.178982 -32.719489, 152.174592 -32.732228, 152.159715 -32.717724, 152.155686 -32.732443, 152.090355 -32.743573, 152.071661 -32.733237, 152.060004 -32.735866, 152.058573 -32.716141, 152.048513 -32.72869, 151.988089 -32.7192, 151.936345 -32.736814, 151.944494 -32.717037, 151.978198 -32.705875, 151.977633 -32.687671, 151.960142 -32.697434, 151.944612 -32.676759, 151.967216 -32.66656, 151.952637 -32.63933, 151.962986 -32.640171, 151.969142 -32.654076, 151.991785 -32.659729, 152.023779 -32.638759, 151.994869 -32.581206, 151.972658 -32.584133, 151.94436 -32.61581, 151.857691 -32.613593, 151.849973 -32.65095, 151.82166 -32.646707, 151.82421 -32.634102, 151.788556 -32.620433, 151.813479 -32.599772, 151.806548 -32.58487, 151.764072 -32.613751, 151.669829 -32.578838, 151.630329 -32.618044, 151.595248 -32.620745, 151.604925 -32.629852, 151.59353 -32.656471, 151.610896 -32.691442, 151.645091 -32.704406, 151.66691 -32.740704, 151.689556 -32.727025, 151.725165 -32.735502, 151.728446 -32.760011, 151.743713 -32.755005, 151.794837 -32.714021, 151.806969 -32.725574, 151.77189 -32.748217, 151.788969 -32.76353, 151.768811 -32.766593, 151.765012 -32.800845, 151.707103 -32.800786, 151.705758 -32.805084, 151.685977 -32.823128, 151.756748 -32.852615, 151.775072 -32.823799, 151.817061 -32.823931, 151.793957 -32.8757, 151.810116 -32.878208, 152.007305 -32.795729, 152.070934 -32.783439, 152.115607 -32.792863, 152.125112 -32.766956, 152.17262 -32.761643, 152.188831 -32.71257, 152.178982 -32.719489), (151.885992 -32.735688, 151.893333 -32.760337, 151.879169 -32.769419, 151.816384 -32.763468, 151.844663 -32.745156, 151.85069 -32.719817, 151.885992 -32.735688)), ((151.983888 -32.669744, 151.987055 -32.671154, 151.986516 -32.670533, 151.984314 -32.669682, 151.983888 -32.669744)), ((151.98245 -32.672347, 151.983456 -32.672712, 151.98381 -32.672495, 151.983494 -32.671922, 151.98245 -32.672347)), ((151.979975 -32.673438, 151.981476 -32.669655, 151.973994 -32.665366, 151.979992 -32.677552, 151.979975 -32.673438)), ((151.965357 -32.673529, 151.969976 -32.675621, 151.97489 -32.680185, 151.970356 -32.66756, 151.965357 -32.673529)), ((151.980622 -32.708359, 151.980801 -32.708614, 151.981053 -32.708813, 151.980683 -32.70783, 151.980622 -32.708359)), ((151.997848 -32.700589, 151.999634 -32.703599, 152.003378 -32.705738, 152.00156 -32.701632, 151.997848 -32.700589)), ((152.205408 -32.74233, 152.204326 -32.741971, 152.204058 -32.742618, 152.204881 -32.74323, 152.205408 -32.74233)), ((152.198244 -32.746352, 152.192367 -32.739821, 152.184944 -32.749708, 152.190507 -32.75116, 152.198244 -32.746352)), ((152.177254 -32.755799, 152.178033 -32.756235, 152.179294 -32.756138, 152.177237 -32.755243, 152.177254 -32.755799)), ((152.171535 -32.762344, 152.172639 -32.762622, 152.172931 -32.762285, 152.172019 -32.762049, 152.171535 -32.762344)), ((152.157433 -32.765373, 152.15775 -32.765632, 152.158156 -32.765392, 152.15747 -32.764868, 152.157433 -32.765373)), ((152.153403 -32.765169, 152.153543 -32.764922, 152.153395 -32.764879, 152.153199 -32.765045, 152.153403 -32.765169)), ((152.160803 -32.763961, 152.160736 -32.764383, 152.161515 -32.765142, 152.161547 -32.76362, 152.160803 -32.763961)), ((152.14473 -32.768659, 152.145145 -32.768671, 152.145198 -32.768537, 152.14471 -32.768351, 152.14473 -32.768659)), ((152.142261 -32.767843, 152.143349 -32.768483, 152.145124 -32.767925, 152.142972 -32.766758, 152.142261 -32.767843)), ((152.151666 -32.768371, 152.152676 -32.768333, 152.152971 -32.768377, 152.152421 -32.767983, 152.151666 -32.768371)), ((152.146222 -32.765622, 152.14653 -32.765815, 152.146859 -32.765784, 152.14634 -32.765492, 152.146222 -32.765622)), ((152.077358 -32.788894, 152.077496 -32.789078, 152.077584 -32.788765, 152.077344 -32.788776, 152.077358 -32.788894)), ((152.079871 -32.789853, 152.08019 -32.789738, 152.080253 -32.789608, 152.079665 -32.789564, 152.079871 -32.789853)), ((152.080998 -32.789385, 152.080641 -32.789519, 152.081413 -32.789616, 152.0813 -32.78936, 152.080998 -32.789385)), ((152.093891 -32.791812, 152.094704 -32.79252, 152.094861 -32.792501, 152.094493 -32.791343, 152.093891 -32.791812)), ((152.123976 -32.784787, 152.124155 -32.784512, 152.123957 -32.784279, 152.123512 -32.784922, 152.123976 -32.784787)), ((152.120155 -32.789779, 152.120781 -32.7893, 152.119796 -32.788852, 152.119609 -32.789208, 152.120155 -32.789779)))"
10401605,Raymond Terrace,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,30.8188,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401605,0.450475533686,0.00296598642795,"POLYGON ((151.707103 -32.800786, 151.765012 -32.800845, 151.768811 -32.766593, 151.788969 -32.76353, 151.77189 -32.748217, 151.806969 -32.725574, 151.794837 -32.714021, 151.743713 -32.755005, 151.695468 -32.78915, 151.707103 -32.800786))"
10401701,Casino,104017,Richmond Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,66.559,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401701,0.471253691391,0.00615379115794,"POLYGON ((153.061479 -28.828423, 153.059643 -28.809195, 153.036213 -28.798789, 152.986432 -28.797556, 152.971099 -28.816378, 152.985624 -28.873434, 153.052321 -28.890349, 153.068642 -28.884813, 153.052573 -28.877508, 153.071556 -28.854715, 153.052393 -28.855638, 153.041543 -28.838172, 153.061479 -28.828423))"
10401702,Coraki,104017,Richmond Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3.0021,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401702,0.0986117832387,0.000277948416023,"POLYGON ((153.281242 -29.000656, 153.29332 -28.996189, 153.288632 -28.978462, 153.264811 -28.994174, 153.281242 -29.000656))"
10401703,Richmond Valley exc. Casino,104017,Richmond Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2991.0462,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401703,3.93503667847,0.277119919682,"POLYGON ((153.021704 -29.341759, 153.080935 -29.312531, 153.100515 -29.317015, 153.111384 -29.274178, 153.144383 -29.281838, 153.142185 -29.246991, 153.165774 -29.250415, 153.168568 -29.236063, 153.288379 -29.25142, 153.319699 -29.239871, 153.359806 -29.263702, 153.456665 -29.140178, 153.433867 -29.091542, 153.483545 -28.990724, 153.435856 -29.001089, 153.421208 -29.017522, 153.399935 -28.998974, 153.375491 -29.027215, 153.378675 -29.058166, 153.335537 -29.070562, 153.33203 -29.040596, 153.306941 -29.060663, 153.279003 -29.036283, 153.285469 -29.024036, 153.268952 -29.012097, 153.281242 -29.000656, 153.264811 -28.994174, 153.288632 -28.978462, 153.247387 -28.931336, 153.241848 -28.946924, 153.225088 -28.928304, 153.173134 -28.922341, 153.187638 -28.846252, 153.13855 -28.814542, 153.147871 -28.783907, 153.111152 -28.774965, 153.076603 -28.733177, 152.906328 -28.713183, 152.923809 -28.770608, 152.95252 -28.801453, 152.88761 -28.819303, 152.854319 -28.86609, 152.810806 -28.868635, 152.802059 -28.89173, 152.767509 -28.89563, 152.743502 -28.935135, 152.744832 -28.993578, 152.688967 -29.022777, 152.735472 -29.104212, 152.753838 -29.100646, 152.721383 -29.139817, 152.719122 -29.193309, 152.759662 -29.195198, 152.808635 -29.235929, 152.824483 -29.274436, 152.80891 -29.299388, 152.819493 -29.317661, 152.914163 -29.310675, 152.939449 -29.3249, 152.992438 -29.308144, 153.021704 -29.341759), (153.061479 -28.828423, 153.041543 -28.838172, 153.052393 -28.855638, 153.071556 -28.854715, 153.052573 -28.877508, 153.068642 -28.884813, 153.052321 -28.890349, 152.985624 -28.873434, 152.971099 -28.816378, 152.986432 -28.797556, 153.036213 -28.798789, 153.059643 -28.809195, 153.061479 -28.828423))"
10401801,Singleton,104018,Singleton,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,4348.5749,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401801,4.3065991045,0.417855222363,"POLYGON ((151.40306 -32.662926, 151.430815 -32.615341, 151.470822 -32.618165, 151.473444 -32.605687, 151.500684 -32.503968, 151.455682 -32.470701, 151.469021 -32.421016, 151.341989 -32.267693, 151.345542 -32.182963, 151.309704 -32.138971, 151.287564 -32.176242, 151.199624 -32.232952, 151.159247 -32.211109, 151.163308 -32.257206, 151.109569 -32.28164, 151.089256 -32.322721, 151.099612 -32.335563, 151.028608 -32.344614, 151.017867 -32.402052, 150.98421 -32.39759, 150.981317 -32.412763, 150.898035 -32.397073, 150.883074 -32.470192, 150.854598 -32.450715, 150.835099 -32.486117, 150.801934 -32.465953, 150.778144 -32.47377, 150.800057 -32.501612, 150.77358 -32.498248, 150.744571 -32.641312, 150.681984 -32.632512, 150.669292 -32.702612, 150.610976 -32.713089, 150.558736 -32.757731, 150.548368 -32.772312, 150.575398 -32.792473, 150.572269 -32.873414, 150.555057 -32.888265, 150.598719 -32.956126, 150.559356 -32.996242, 150.585938 -33.032751, 150.581948 -33.053868, 150.610693 -33.066125, 150.727887 -33.07201, 150.705398 -33.044625, 150.6821 -33.04473, 150.671398 -33.024062, 150.685795 -32.996757, 150.745432 -33.02194, 150.763837 -33.000309, 150.804793 -33.006032, 150.824797 -32.94422, 150.813399 -32.91995, 151.006095 -32.953629, 151.067184 -32.892992, 151.062476 -32.869114, 151.085473 -32.867096, 151.092281 -32.830688, 151.217887 -32.781899, 151.216837 -32.741694, 151.267999 -32.747068, 151.276488 -32.704209, 151.317112 -32.709818, 151.34042 -32.648813, 151.40306 -32.662926))"
10401901,Purfleet,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,7.5225,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401901,0.137591357387,0.000717436866244,"POLYGON ((152.435131 -31.934214, 152.441525 -31.950006, 152.468046 -31.947041, 152.459613 -31.918024, 152.435131 -31.934214))"
10401902,Taree,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,55.7552,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401902,0.521550765643,0.0053147363839,"POLYGON ((152.459613 -31.918024, 152.532944 -31.899443, 152.516215 -31.890847, 152.52466 -31.872942, 152.504173 -31.863495, 152.492082 -31.893928, 152.46194 -31.857441, 152.424517 -31.846392, 152.399747 -31.887896, 152.439819 -31.906341, 152.416444 -31.929011, 152.435131 -31.934214, 152.459613 -31.918024))"
10401903,Taree - Surrounds,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3670.6672,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401903,5.1154242427,0.349542811731,"MULTIPOLYGON (((152.544372 -32.079266, 152.545084 -32.033463, 152.6088 -31.947127, 152.754563 -31.845065, 152.735891 -31.835098, 152.736789 -31.809219, 152.804442 -31.728107, 152.735506 -31.724438, 152.744672 -31.717006, 152.728263 -31.70166, 152.594842 -31.695182, 152.499901 -31.654426, 152.458685 -31.663686, 152.461541 -31.646616, 152.420089 -31.645921, 152.407218 -31.668194, 152.382207 -31.649945, 152.352872 -31.651688, 152.348434 -31.616303, 152.316125 -31.613365, 152.349266 -31.57631, 152.332695 -31.555216, 152.345202 -31.530437, 152.334797 -31.515555, 152.281288 -31.524077, 152.254766 -31.48716, 152.237664 -31.508758, 152.217515 -31.507288, 152.213212 -31.533336, 152.198241 -31.53818, 152.178227 -31.519208, 152.187982 -31.478953, 152.160772 -31.444447, 152.147306 -31.443038, 152.164085 -31.517127, 152.083803 -31.500483, 151.912775 -31.476687, 151.915761 -31.510055, 151.844585 -31.499463, 151.761581 -31.511172, 151.758463 -31.535359, 151.802503 -31.573848, 151.783192 -31.585637, 151.852316 -31.656546, 151.881493 -31.656516, 151.964325 -31.698102, 151.978284 -31.691475, 151.966568 -31.751064, 151.949227 -31.756, 151.945884 -31.80594, 151.979779 -31.8066, 151.984532 -31.822852, 152.026391 -31.828408, 152.033949 -31.843964, 152.077349 -31.826782, 152.149442 -31.881308, 152.146701 -31.91258, 152.1274 -31.910295, 152.115674 -31.940407, 152.130088 -31.97368, 152.116571 -32.004628, 152.132132 -32.002167, 152.106065 -32.127321, 152.144106 -32.138247, 152.170964 -32.124474, 152.218032 -32.160888, 152.304232 -32.167267, 152.368828 -32.119538, 152.374895 -32.09485, 152.440464 -32.065201, 152.496799 -32.08415, 152.544372 -32.079266), (152.435131 -31.934214, 152.416444 -31.929011, 152.439819 -31.906341, 152.399747 -31.887896, 152.424517 -31.846392, 152.46194 -31.857441, 152.492082 -31.893928, 152.504173 -31.863495, 152.52466 -31.872942, 152.516215 -31.890847, 152.532944 -31.899443, 152.459613 -31.918024, 152.468046 -31.947041, 152.441525 -31.950006, 152.435131 -31.934214), (152.378912 -31.873398, 152.352268 -31.880502, 152.347689 -31.862863, 152.396116 -31.86632, 152.378912 -31.873398)), ((152.548106 -32.071095, 152.54844 -32.071789, 152.549047 -32.071774, 152.548733 -32.0709, 152.548106 -32.071095)))"
10401904,Wingham,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,7.2557,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401904,0.17002479459,0.000691451155617,"POLYGON ((152.378912 -31.873398, 152.396116 -31.86632, 152.347689 -31.862863, 152.352268 -31.880502, 152.378912 -31.873398))"
10402001,Murwillumbah,104020,Tweed,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1058.2189,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402001,1.85670902625,0.097413479228,"POLYGON ((153.328618 -28.540934, 153.369033 -28.503429, 153.373494 -28.471859, 153.46601 -28.479963, 153.522128 -28.466182, 153.528399 -28.446544, 153.478201 -28.451415, 153.477134 -28.43629, 153.478505 -28.395781, 153.522328 -28.358831, 153.519886 -28.279348, 153.507799 -28.273041, 153.515418 -28.248771, 153.48461 -28.254174, 153.494856 -28.23345, 153.444484 -28.224332, 153.444492 -28.212567, 153.399569 -28.217466, 153.357289 -28.249261, 153.296841 -28.234269, 153.243931 -28.247287, 153.232844 -28.265063, 153.207398 -28.252973, 153.176672 -28.24959, 153.167742 -28.295464, 153.12501 -28.317751, 153.108553 -28.356315, 153.112279 -28.40059, 153.128128 -28.406384, 153.120733 -28.433252, 153.14392 -28.438903, 153.134055 -28.458859, 153.153855 -28.484603, 153.151097 -28.508843, 153.160263 -28.524128, 153.18378 -28.522343, 153.282536 -28.515951, 153.291397 -28.541563, 153.328618 -28.540934))"
10402002,Tweed Coast,104020,Tweed,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,129.0023,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402002,0.660843410113,0.0118758276098,"POLYGON ((153.552878 -28.477218, 153.580711 -28.362959, 153.575734 -28.297148, 153.519886 -28.279348, 153.522328 -28.358831, 153.478505 -28.395781, 153.477134 -28.43629, 153.478201 -28.451415, 153.528399 -28.446544, 153.522128 -28.466182, 153.552878 -28.477218))"
10402003,Tweed Heads,104020,Tweed,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,120.5641,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402003,1.32910532616,0.0110825342714,"MULTIPOLYGON (((153.552177 -28.164396, 153.534655 -28.17763, 153.476952 -28.156879, 153.457877 -28.179185, 153.399569 -28.217466, 153.444492 -28.212567, 153.444484 -28.224332, 153.494856 -28.23345, 153.48461 -28.254174, 153.515418 -28.248771, 153.507799 -28.273041, 153.519886 -28.279348, 153.575734 -28.297148, 153.586302 -28.258194, 153.570033 -28.243084, 153.571437 -28.199426, 153.556451 -28.170035, 153.550074 -28.171277, 153.548649 -28.175516, 153.565209 -28.204942, 153.553102 -28.237688, 153.537347 -28.240359, 153.5618 -28.207128, 153.537933 -28.183819, 153.516747 -28.193872, 153.520148 -28.221028, 153.493045 -28.216489, 153.508782 -28.190002, 153.542343 -28.178097, 153.547616 -28.184005, 153.54436 -28.169691, 153.552177 -28.164396)), ((153.579202 -28.195741, 153.578438 -28.194524, 153.576299 -28.195582, 153.579328 -28.196672, 153.579202 -28.195741)))"
10402201,Lake Macquarie - East,104022,Lake Macquarie,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,84.4429,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402201,1.02820377962,0.00815301523793,"MULTIPOLYGON (((151.630552 -33.177081, 151.665626 -33.089539, 151.639946 -33.095465, 151.636076 -33.069321, 151.596061 -33.161669, 151.630552 -33.177081)), ((151.644796 -32.981463, 151.627954 -33.011769, 151.657501 -33.036082, 151.6389 -33.055115, 151.64955 -33.06283, 151.640409 -33.085047, 151.661125 -33.083817, 151.668861 -33.051932, 151.728142 -33.011143, 151.69202 -32.969637, 151.644796 -32.981463)), ((151.640289 -33.058169, 151.639074 -33.057981, 151.641085 -33.062044, 151.643115 -33.06157, 151.640175 -33.059776, 151.640289 -33.058169)), ((151.655524 -33.100159, 151.655886 -33.10026, 151.656276 -33.10007, 151.65603 -33.099847, 151.655524 -33.100159)), ((151.667182 -33.094008, 151.667984 -33.094077, 151.667877 -33.09348, 151.667118 -33.093485, 151.667182 -33.094008)), ((151.674514 -33.086933, 151.672241 -33.086627, 151.670626 -33.08915, 151.673721 -33.087916, 151.674514 -33.086933)))"
10402202,Lake Macquarie - North,104022,Lake Macquarie,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,155.4671,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402202,0.938977302171,0.0149902051108,"POLYGON ((151.688277 -32.927342, 151.649696 -32.92167, 151.600851 -32.889248, 151.608584 -32.880138, 151.54112 -32.872263, 151.513821 -32.9234, 151.517586 -32.949443, 151.540362 -32.96032, 151.522881 -32.983599, 151.535869 -32.990941, 151.562603 -32.993234, 151.565949 -32.976135, 151.600814 -32.989152, 151.592591 -32.953656, 151.609199 -32.947643, 151.614005 -32.96269, 151.644796 -32.981463, 151.69202 -32.969637, 151.728142 -33.011143, 151.73792 -32.962935, 151.720762 -32.953858, 151.684626 -32.948455, 151.688277 -32.927342))"
10402203,Lake Macquarie - West,104022,Lake Macquarie,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,352.9906,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402203,1.79816977269,0.0340800921324,"MULTIPOLYGON (((151.51022 -33.137819, 151.54184 -33.126048, 151.538065 -33.114736, 151.568738 -33.114266, 151.548443 -33.088548, 151.537846 -33.10457, 151.509522 -33.102506, 151.549212 -33.062504, 151.613792 -33.08212, 151.611164 -33.072135, 151.580762 -33.068449, 151.585942 -33.047197, 151.60007 -33.059331, 151.600049 -33.041127, 151.577329 -33.03287, 151.593569 -33.026724, 151.619553 -33.048169, 151.597711 -32.997232, 151.584086 -32.996111, 151.589062 -32.989242, 151.616641 -33.005778, 151.614005 -32.96269, 151.609199 -32.947643, 151.592591 -32.953656, 151.600814 -32.989152, 151.565949 -32.976135, 151.562603 -32.993234, 151.535869 -32.990941, 151.522881 -32.983599, 151.540362 -32.96032, 151.517586 -32.949443, 151.513971 -32.967895, 151.464028 -32.967908, 151.447559 -32.992782, 151.385861 -33.006536, 151.373842 -33.038351, 151.341099 -33.04335, 151.331548 -33.062221, 151.378946 -33.099698, 151.396296 -33.163438, 151.423465 -33.17065, 151.451466 -33.142312, 151.473497 -33.152127, 151.51022 -33.137819)), ((151.599039 -33.09949, 151.591056 -33.087997, 151.585007 -33.091574, 151.592442 -33.099725, 151.599039 -33.09949)))"
10402301,Wyong - North-East,104023,Wyong,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,181.2417,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402301,1.64530548789,0.0175295369174,"MULTIPOLYGON (((151.489173 -33.276925, 151.519081 -33.261601, 151.508137 -33.222992, 151.561574 -33.2397, 151.555377 -33.198963, 151.577009 -33.196545, 151.58583 -33.20807, 151.557966 -33.251948, 151.520425 -33.262663, 151.543168 -33.281775, 151.55223 -33.299061, 151.579366 -33.281555, 151.563596 -33.271714, 151.567649 -33.242665, 151.625147 -33.198017, 151.630552 -33.177081, 151.596061 -33.161669, 151.581415 -33.102639, 151.579193 -33.104301, 151.583907 -33.122898, 151.55282 -33.145729, 151.571942 -33.154791, 151.567875 -33.175262, 151.540677 -33.143463, 151.526446 -33.156081, 151.512186 -33.194294, 151.490532 -33.186805, 151.45512 -33.20283, 151.389067 -33.187824, 151.365576 -33.203985, 151.400261 -33.280766, 151.420372 -33.276741, 151.423302 -33.259794, 151.457024 -33.261731, 151.459643 -33.282858, 151.489173 -33.276925)), ((151.572665 -33.29069, 151.571934 -33.289419, 151.570483 -33.290033, 151.571893 -33.291196, 151.572665 -33.29069)))"
10402302,Wyong - South-West,104023,Wyong,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,612.2752,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402302,2.30504657695,0.0592236954535,"MULTIPOLYGON (((151.484962 -33.398665, 151.504198 -33.345155, 151.490764 -33.338069, 151.474097 -33.365844, 151.438895 -33.340751, 151.446973 -33.326456, 151.468583 -33.328632, 151.441712 -33.306924, 151.489173 -33.276925, 151.459643 -33.282858, 151.457024 -33.261731, 151.423302 -33.259794, 151.420372 -33.276741, 151.400261 -33.280766, 151.365576 -33.203985, 151.389067 -33.187824, 151.45512 -33.20283, 151.490532 -33.186805, 151.512186 -33.194294, 151.526446 -33.156081, 151.527279 -33.139046, 151.51022 -33.137819, 151.473497 -33.152127, 151.451466 -33.142312, 151.423465 -33.17065, 151.396296 -33.163438, 151.378946 -33.099698, 151.331548 -33.062221, 151.304838 -33.043706, 151.266441 -33.057584, 151.261734 -33.098929, 151.202632 -33.138847, 151.199261 -33.200626, 151.223536 -33.219049, 151.216739 -33.248348, 151.236338 -33.285368, 151.266567 -33.29662, 151.263877 -33.310583, 151.300132 -33.319895, 151.290936 -33.350163, 151.410865 -33.384013, 151.484962 -33.398665)), ((151.55223 -33.299061, 151.543168 -33.281775, 151.501925 -33.343916, 151.55223 -33.299061)))"
10500101,Albury - East,105001,Albury,105,Riverina - Orange,1,New South Wales,AUS,Australia,156.268,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500101,0.935419653383,0.0156264739829,"POLYGON ((147.096693 -36.040602, 147.048042 -35.945164, 147.023883 -35.925077, 147.002222 -35.928128, 147.004026 -35.97136, 146.972762 -36.036724, 146.90889 -36.099957, 146.907768 -36.111271, 146.92681 -36.097166, 146.944328 -36.115877, 146.956301 -36.078178, 146.981304 -36.094863, 147.006872 -36.083578, 147.035069 -36.114963, 147.053086 -36.107678, 147.061818 -36.066142, 147.096693 -36.040602))"
10500102,Albury - West,105001,Albury,105,Riverina - Orange,1,New South Wales,AUS,Australia,197.2793,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500102,0.798188017891,0.0197219989601,"POLYGON ((146.90889 -36.099957, 146.972762 -36.036724, 147.004026 -35.97136, 147.002222 -35.928128, 146.968762 -35.913881, 146.934262 -35.964101, 146.856131 -35.961871, 146.853933 -35.988298, 146.824467 -35.979981, 146.820853 -35.997823, 146.837077 -36.003386, 146.817668 -36.067393, 146.824427 -36.088509, 146.872958 -36.073668, 146.880562 -36.087511, 146.906563 -36.084605, 146.90889 -36.099957))"
10500201,Balranald,105002,Balranald - Wentworth,105,Riverina - Orange,1,New South Wales,AUS,Australia,3.5294,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500201,0.130569972226,0.000346985567958,"POLYGON ((143.553911 -34.638357, 143.570294 -34.64633, 143.568447 -34.623991, 143.54304 -34.630962, 143.553911 -34.638357))"
